MF,CODIGO,DESCRIPCION,APLICACIÓN,PRECIO VENTA,CANTIDAD,NOTAS,TIPO REPUESTO,MARCA REPUESTO,MARCA AUTO,PRECIO
,58330-H1030K,BOMBA AUXILIAR DE FRENOS  EMBOLO PARTIDO,"HYUNDAI TERRACAN 7/8 EMBOLO PARTIDO, ACCENT 2015",Q140.00,62,,BOMBA AUXILIAR DE FRENOS,KENICHI,HYUNDAI,
,58380-H1030K,BOMBA AUXILIAR DE FRENOS  EMBOLO PARTIDO,"HYUNDAI TERRACAN 7/8 EMBOLO PARTIDO, ACCENT 2015",Q140.00,65,,BOMBA AUXILIAR DE FRENOS,KENICHI,HYUNDAI,
,MB193411K,"BOMBA AUXILIAR FRENOS 3/4"" MB058553","MITSUBISHI LANCER, MIRAGE 85-02, GALANT 94-03",Q82.00,3,,BOMBA AUXILIAR DE FRENOS,KENICHI,MITSUBISHI,
,MB238510K,"BOMBA AUXILIAR FRENOS 13/16"" WC112098 LH",MITSUBISHI L300 80-> SIN GRIFO,Q90.00,1,,BOMBA AUXILIAR DE FRENOS,KENICHI,MITSUBISHI,
,S083-26-610AK,"BOMBA AUXILIAR FRENOS 11/16"" F141533 RH",MAZDA E2200 83-99 KIA SPORTAGE 98/02  H100 2015 ,Q85.00,55,,BOMBA AUXILIAR DE FRENOS,KENICHI,MAZDA,
,S083-26-710AK,"BOMBA AUXILIAR FRENOS11/16""",MAZDA E2200 83-99 ,Q86.00,39,,BOMBA AUXILIAR DE FRENOS,KENICHI,MAZDA,
,GWT64A,BOMBA DE AGUA              VER         2GTW-131A,TOYOTA 22R 80-85,,1,,BOMBA AUXILIAR DE FRENOS,KENICHI,TOYOTA,
,44100-01A02TW,BOMBA AUXILIAR DE FRENOS 11/16,NISSAN B11 Y B13,Q95.00,4,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,NISSAN,
,4610A008TW,"BOMBA AUXILIAR DE FRENOS 7/8""",MITSUBISHI TRITON L200 06->  SIN GRIFO ,Q121.00,1,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,MITSUBISHI,
,47550-26110TW,"BOMBA AUXILIAR DE FRENOS 15/16""",TOYOTA 4Runner R15 96-98,Q95.00,14,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,TOYOTA,
,47550-35180TW,"BOMBA AUXILIAR DE FRENOS 15/16""","TOYOTA Tacoma 95-04 2WD, Hiace 95-99",Q95.00,26,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,TOYOTA,
,47550-35200TW,"BOMBA AUXILIAR DE FRENOS 15/16""",TOYOTA 4Runner 96-99,Q95.00,13,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,TOYOTA,
,58330-02000TW,"BOMBA AUXILIAR DE FRENOS 3/4"" ",HYUNDAI ACCENT/FOCUS,Q95.00,146,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,HYUNDAI,
,8-97127-616-0TW,"BOMBA AUXILIAR DE FRENOS 1""",ISUZU RODEO 98-99,Q101.00,27,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,ISUZU,
,8-97230-425-0TW,"BOMBA AUXILIAR DE FRENOS 7/8""","ISUZU RODEO 91-02, Pick-up KB 85->",Q101.00,24,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,ISUZU,
,8-97319-300-0TW,BOMBA AUXILIAR DE FRENOS 15/16,ISUZU D-MAX 4WD,Q101.00,31,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,ISUZU,
,KK150-26-610TW,"BOMBA AUXILIAR DE FRENOS 5/8""",FORD PRIDE  95-04,Q95.00,18,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,FORD,
,OK011-26-610TW,"BOMBA AUXILIAR DE FRENOS 13/16""",KIA Sportage 95-97  F140943,Q89.00,12,,BOMBA AUXILIAR DE FRENOS,555 TAIWAN,KIA,
,18022006,BOMBA CENTRAL DE FRENOS      MC131421,CHEVROLET CAVALIER 95-99  VER HAY 2 SIN NUMERO,Q867.00,2,,BOMBA CENTRAL DE FRENOS,WAGNER,CHEVROLET,
,18042801,BOMBA CENTRAL DE FRENOS,CHEVROLET CAVALIER 00-03,Q651.00,1,,BOMBA CENTRAL DE FRENOS,WAGNER,CHEVROLET,
,F107747,"BOMBA CENTRAL DE FRENOS 15/16""",CHEVROLET BLAZER 95-97,Q608.00,1,,BOMBA CENTRAL DE FRENOS,WAGNER,CHEVROLET,
,F131468 (116881),"BOMBA CENTRAL DE FRENOS 1 1/8""",CHEVROLET Suburban 94-99 VER SALDO,Q961.00,1,,BOMBA CENTRAL DE FRENOS,WAGNER,CHEVROLET,
,F131472,"BOMBA CENTRAL DE FRENOS 1 1/4""",CHEVROLET Suburban 94-99,"Q1,091.00",2,,BOMBA CENTRAL DE FRENOS,WAGNER,CHEVROLET,
,F140338,"BOMBA CENTRAL DE FRENOS 1""",FORD Escape 01-04 M/T,"Q1,098.00",2,,BOMBA CENTRAL DE FRENOS,WAGNER,FORD,
,F140339,"BOMBA CENTRAL DE FRENOS 1""",FORD Escape 01-04 A/T,"Q1,122.00",1,,BOMBA CENTRAL DE FRENOS,WAGNER,FORD,
,F131464,BOMBA CENTRAL DE FRENOS,JEEP Grand Cherokee 95-98,"Q1,116.00",2,,BOMBA CENTRAL DE FRENOS,WAGNER,JEEP,
,58510-22010,"BOMBA CENTRAL DE FRENOS 13/16"" sin abs",HYUNDAI ACCENT 98-99  VER HAY 1 SIN NUMERO,Q651.00,1,,BOMBA CENTRAL DE FRENOS,KASHIMA,HYUNDAI,
,BC5F-43-40Z,"BOMBA CENTRAL DE FRENOS 15/16""",MAZDA PROTEGE 94-97,Q811.00,1,,BOMBA CENTRAL DE FRENOS,KASHIMA,MAZDA,
,BR70-43-400A,"BOMBA CENTRAL DE FRENOS 7/8""",MAZDA 323 90-93,Q511.00,1,,BOMBA CENTRAL DE FRENOS,KASHIMA,MAZDA,
,MB699830,BOMBA CENTRAL DE FRENOS 15/16 SIN ABS,"MITSUBISHI NATIVA 97-04, L200",Q622.00,12,,BOMBA CENTRAL DE FRENOS,KASHIMA,MITSUBISHI,
,46010-72Y24,"BOMBA CENTRAL DE FRENOS 3/8""",NISSAN SENTRA 91-94,Q630.00,36,,BOMBA CENTRAL DE FRENOS,KASHIMA,NISSAN,
,47201-OK020,"BOMBA CENTRAL DE FRENOS 13/16"" BASE NORMAL ",TOYOTA VIGO 06-> BASE RECTA ,Q685.44,1,,BOMBA CENTRAL DE FRENOS,KASHIMA,TOYOTA,
,47201-35541K,"BOMBA CENTRAL DE FRENOS 7/8""F112413",TOYOTA PICK-UP 22R 86/88,Q511.00,7,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,TOYOTA,
,46100-S04-A51TW,"BOMBA CENTRAL DE FRENOS 7/8"" MC142378",HONDA CIVIC 96-00,Q548.00,16,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,HONDA,
,MR129910TW,"BOMBA CENTRAL DE FRENOS 7/8""",MITSUBISHI LANCER 97-02,Q445.00,17,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,MITSUBISHI,
,MB618717TW,"BOMBA CENTRAL DE FRENOS 15/16""","MITSUBISHI MONTERO SPORT 98-03, L200",Q445.00,17,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,MITSUBISHI,
,51100-56B10TW,BOMBA CENTRAL DE FRENOS 7/8,SUZUKI SIDEKICK 91-98,Q458.00,21,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,SUZUKI,
,47201-09230TW,BOMBA CENTRAL DE FRENOS,TOYOTA VIGO 06-> ARGENTINO 47201-09210 HILUX VIGO 06>,Q827.00,23,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,TOYOTA,
,47201-OK020TW,"BOMBA CENTRAL DE FRENOS 13/16"" BASE NORMAL ",TOYOTA VIGO 06-> BASE RECTA ,Q828.00,11,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,TOYOTA,
,47207-26020TW,"BOMBA CENTRAL DE FRENOS 13/16""",TOYOTA HIACE 05-> ESTA DEFECTUOSO,Q917.00,1,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,TOYOTA,
,47207-26020K ®,"BOMBA CENTRAL DE FRENOS 13/16""",TOYOTA HIACE 05->,Q670.00,5,,BOMBA CENTRAL DE FRENOS,555 TAIWAN,TOYOTA,
,CM131855,Bomba central de clutch 5/8 CM140133,FORD Ranger 95-97, Q672.00 ,8,,BOMBA CENTRAL DE CLUTCH,WAGNER,FORD,
,F134526,"Bomba central de clutch 45/64""",CHEVROLET Avalanche 02-04, Q528.00 ,1,,BOMBA CENTRAL DE CLUTCH,WAGNER,CHEVROLET,
,F134536,"Bomba central de clutch 5/8""",KIA Sportage 95-97, Q549.00 ,2,,BOMBA CENTRAL DE CLUTCH,WAGNER,KIA,
,F134322,Bomba auxiliar de clutch,CHEVROLET S10 96-01," Q1,350.00 ",1,,BOMBA AUXILIAR DE CLUTCH,WAGNER,CHEVROLET,
,SC141736,"Bomba auxiliar de clutch 13/16""",MITSUBISHI LANCER 02-11, Q429.00 ,2,,BOMBA AUXILIAR DE CLUTCH,WAGNER,MITSUBISHI,
,SC141803,"Bomba auxiliar de clutch 13/16""",MITSUBISHI ECLIPSE 3.8L, Q429.00 ,3,,BOMBA AUXILIAR DE CLUTCH,WAGNER,MITSUBISHI,
,MB555138TW,"BOMBA CENTRAL DE CLUTCH 5/8"" MC108042","MITSUBISHI L200 CM108042 83-95, MONTERO 83-91",Q179.00,80,,BOMBA CENTRAL DE CLUTCH,555 TAIWAN,MITSUBISHI,
,GE4T-41-990CTW,BOMBA AUXILIAR DE CLUTCH 18MM,"MAZDA PROTEGE 99-01, 2.0L 02",Q178.00,24,,BOMBA AUXILIAR DE CLUTCH,555 TAIWAN,MAZDA,
,31420-OK013K,BOMBA CENTRAL DE CLUTCH,TOYOTA HILUX VIGO 4WD 2KD DIESEL ,Q293.00,89,,BOMBA CENTRAL DE CLUTCH,KENICHI,TOYOTA,
,32320-11010K,BOMBA CENTRAL DE CLUTCH ,TOYOTA HIACE 05-> 31420-26200,Q241.00,282,,BOMBA CENTRAL DE CLUTCH,KENICHI,TOYOTA,
,GA2A-41-990K,"BOMBA CENTRAL DE CLUTCH 5/8""",MAZDA PROTEGE 99-02,Q125.00,9,,BOMBA CENTRAL DE CLUTCH,KENICHI,MAZDA,
,UB93-41-400AK,"BOMBA CENTRAL DE CLUTCH 5/8""","MAZDA CM111151 B2000, 86-87,B2500,B2600 87-93 BT50",Q142.00,49,,BOMBA CENTRAL DE CLUTCH,KENICHI,MAZDA,
,31470-26020K,"BOMBA AUXILIAR DE CLUTCH 3/4""    SC103407",TOYOTA HI-LUX 20R , Q100.00 ,42,,BOMBA AUXILIAR DE CLUTCH,KENICHI,TOYOTA,
,31470-30260K,"BOMBA AUXILIAR CLUTCH 13/16""",TOYOTA HILUX 89-97, Q108.00 ,1,,BOMBA AUXILIAR DE CLUTCH,KENICHI,TOYOTA,
,31470-60201K,"BOMBA AUXILIAR DE CLUTCH 3/4""",TOYOTA HIACE 05->, Q129.00 ,44,,BOMBA AUXILIAR DE CLUTCH,KENICHI,TOYOTA,
,B455-41-920K,"BOMBA AUXILIAR DECLUTCH 3/4""",MAZDA PROTEGE 1.5 95-98, Q101.00 ,88,,BOMBA AUXILIAR DE CLUTCH,KENICHI,MAZDA,
,MD712383K,BOMBA AUXILIAR DE CLUTCH ,"MITSUBISHI L200 2.5 83-07, NATIVA 97", Q94.00 ,72,,BOMBA AUXILIAR DE CLUTCH,KENICHI,MITSUBISHI,
,MD730108K,"BOMBA AUXILIAR DE CLUTCH 3/4""",MITSUBISHI L300 2.5 , Q118.00 ,32,,BOMBA AUXILIAR DE CLUTCH,KENICHI,MITSUBISHI,
,31410-16040,"BOMBA CENTRAL DE CLUTCH 5/8""",TOYOTA TERCEL 94-98, Q334.00 ,6,,BOMBA CENTRAL DE CLUTCH,KASHIMA,TOYOTA,
,31410-20470,"BOMBA CENTRAL DE CLUTCH 5/8""",TOYOTA COROLLA 90-02, Q312.00 ,26,,BOMBA CENTRAL DE CLUTCH,KASHIMA,TOYOTA,
,31420-52010,"BOMBA CENTRAL DE CLUTCH 5/8""",TOYOTA YARIS 00-05 vitz, Q456.00 ,5,,BOMBA CENTRAL DE CLUTCH,KASHIMA,TOYOTA,
,94856634,"BOMBA AUXILIAR DE CLUTCH 7/8""",TOYOTA COROLLA 98-02, Q236.00 ,7,,BOMBA AUXILIAR DE CLUTCH,KASHIMA,TOYOTA,
,31470-10012,"BOMBA AUXILIAR DE CLUTCH 13/16"" SC103787",TOYOTA TERCEL 94. STARLET 1992 DON LACHO, Q97.00 ,1,,BOMBA AUXILIAR DE CLUTCH,KASHIMA,TOYOTA,
,31470-10040,"BOMBA AUXILIAR DE CLUTCH 13/16"" SC131952","TOYOTA TERCEL SC131952 96-99, TOYOTA PASEO 96-99", Q160.00 ,7,,BOMBA AUXILIAR DE CLUTCH,KASHIMA,TOYOTA,
,31470-52010,"BOMBA AUXILIAR DE CLUTCH 3/4""",TOYOTA YARIS 00-05 vitz, Q244.00 ,26,,BOMBA AUXILIAR DE CLUTCH,KASHIMA,TOYOTA,
,8-94389194-0,"BOMBA AUXILIAR DE CLUTCH 7/8""  SC124279",ISUZU KB, Q113.00 ,1,,BOMBA AUXILIAR DE CLUTCH,KASHIMA,ISUZU,
,F102568,KIT REPARACION FRENOS TRASEROS,"TOYOTA H17199 TACOMA 95-04, PICKUP 79-95", Q163.00 ,142,,KIT REPARACION FRENOS TRASEROS,WAGNER,TOYOTA,Q93.00
,F112423S,KIT REPARACION FRENOS TRASEROS,KIA sportage , Q112.00 ,81,,KIT REPARACION FRENOS TRASEROS,WAGNER,KIA,
,F117191,KIT REPARACION FRENOS TRASEROS,TOYOTA  PICK-UP 4WD 79->, Q214.00 ,2,,KIT REPARACION FRENOS TRASEROS,WAGNER,TOYOTA,
,F120978S,KIT REPARACION FRENOS TRASEROS,HONDA Civic 88-97, Q187.00 ,5,,KIT REPARACION FRENOS TRASEROS,WAGNER,HONDA,
,F124512S,KIT REPARACION FRENOS TRASEROS,MITSUBISHI Mirage 94-02, Q214.00 ,1,,KIT REPARACION FRENOS TRASEROS,WAGNER,MITSUBISHI,
,F124524S,KIT REPARACION FRENOS TRASEROS,NISSAN SENTRA B13, Q160.00 ,42,,KIT REPARACION FRENOS TRASEROS,WAGNER,NISSAN,
,F124528,KIT REPARACION FRENOS TRASEROS,ISUZU KB 88->, Q118.00 ,16,,KIT REPARACION FRENOS TRASEROS,WAGNER,ISUZU,
,F134099S,KIT REPARACION FRENOS TRASEROS,"FORD RANGER 95-09 9 X 1 3/4""", Q97.00 ,5,,KIT REPARACION FRENOS TRASEROS,WAGNER,FORD,
,F134100S,KIT REPARACION FRENOS TRASEROS,"FORD RANGER 95-09 10 X 2 1/2""", Q131.00 ,7,,KIT REPARACION FRENOS TRASEROS,WAGNER,FORD,
,F139721,KIT REPARACION FRENOS TRASEROS,FORD Escape 01-07, Q169.00 ,1,,KIT REPARACION FRENOS TRASEROS,WAGNER,FORD,
,F139851,KIT REPARACION FRENOS TRASEROS,TOYOTA COROLLA 02->, Q168.00 ,35,,KIT REPARACION FRENOS TRASEROS,WAGNER,TOYOTA,
,F140510,KIT REPARACION FRENOS TRASEROS,MITSUBISHI MONTERO SPORT 97-04, Q269.00 ,1,,KIT REPARACION FRENOS TRASEROS,WAGNER,MITSUBISHI,
,F141660,KIT REPARACION FRENOS PARQUEO,CHEVROLET TRAIL BLAZER 02-09, Q374.00 ,1,,KIT REPARACION FRENOS PARQUEO,WAGNER,CHEVROLET,
,F113820      (HB175B-2),KIT REPARACION FRENOS ,VARIOS CARROS,Q70.00,8,,KIT REPARACION FRENOS ,WAGNER,VARIOS,
,F108291,MANGUERA DE FRENOS,MITSUBISHI L200 <-95, Q192.00 ,3,,MANGUERA DE FRENOS,WAGNER,MITSUBISHI,
,F123290,MANGUERA IZQUIERDA DE FRENOS,FORD AEROSTAR <-97, Q177.00 ,2,,MANGUERA IZQUIERDA DE FRENOS,WAGNER,FORD,
,F123301,MANGUERA IZQUIERDA DE FRENOS,CHEVROLET ASTRO AWD 95-99, Q241.00 ,2,,MANGUERA IZQUIERDA DE FRENOS,WAGNER,CHEVROLET,
,F123302,MANGUERA DERECHA DE FRENOS,CHEVROLET ASTRO AWD 95-99, Q223.00 ,2,,MANGUERA DERECHA DE FRENOS,WAGNER,CHEVROLET,
,F124597,MANGUERA IZQUIERDA DE FRENOS,CHEVROLET BLAZER 95-97 4WD, Q188.00 ,2,,MANGUERA IZQUIERDA DE FRENOS,WAGNER,CHEVROLET,
,F124730,MANGUERA INTERIOR DERECHA DE FRENOS,TOYOTA LAND CRUISER 95-97, Q156.00 ,2,,MANGUERA INTERIOR DERECHA DE FRENOS,WAGNER,TOYOTA,
,F126621,MANGUERA DE FRENOS,TOYOTA 4RUNNER 97-00, Q184.00 ,1,,MANGUERA DE FRENOS,WAGNER,TOYOTA,
,F128694,MANGUERA IZQUIERDA DE FRENOS,CHEVROLET LUMINA APV 95-96, Q203.00 ,1,,MANGUERA IZQUIERDA DE FRENOS,WAGNER,CHEVROLET,
,F128695,MANGUERA DERECHA DE FRENOS,CHEVROLET LUMINA APV 95-96, Q212.00 ,1,,MANGUERA DERECHA DE FRENOS,WAGNER,CHEVROLET,
,F132755,MANGUERA IZQUIERDA DE FRENOS,FORD EXPLORER 95, Q227.00 ,2,,MANGUERA IZQUIERDA DE FRENOS,WAGNER,FORD,
,F133392,MANGUERA DERECHA DE FRENOS,FORD EXPLORER 95, Q230.00 ,2,,MANGUERA DERECHA DE FRENOS,WAGNER,FORD,
,F138059,MANGUERA DE FRENOS,CHEVROLET CAVALIER 95-04, Q178.00 ,4,,MANGUERA DE FRENOS,WAGNER,CHEVROLET,
,F124599,MANGUERA DE FRENOS,"CHEVROLET S10 98-03, BLAZER 98-05 ",Q230.00,6,,MANGUERA DE FRENOS,WAGNER,CHEVROLET,
,F122401,Pistón de cáliper 45mm,TOYOTA 4Runner 92-95, Q284.00 ,2,,KIT DE CALIPER,SIN ESPECIFICAR,TOYOTA,
,F132729,Pistón de cáliper 57mm,MAZDA 626 93-97, Q224.00 ,1,,KIT DE CALIPER,SIN ESPECIFICAR,MAZDA,
,F71668,"Kit bomba auxilIar frenos 1"" F116359","CHEVROLET TAHOE 95-00, K1500 88-99", Q68.00 ,6,,KIT DE CALIPER,SIN ESPECIFICAR,CHEVROLET,
,F102443,Kit de cáliper 54mm,"DODGE RAMR 1500 2000, NEON 95-00", Q57.00 ,7,,KIT DE CALIPER,SIN ESPECIFICAR,DODGE,
,F102447,Kit de cáliper 60mm,TOYOTA 4RUNNER 95->, Q132.00 ,2,,KIT DE CALIPER,SIN ESPECIFICAR,TOYOTA,
,F107525,Kit de cáliper 48MM 41120-01A25,NISSAN SENTRA B11 83-94 1.6, Q99.00 ,1,,KIT DE CALIPER,SIN ESPECIFICAR,NISSAN,
,F109548,Kit de cáliper 57mm,CHEVROLET Cavalier 95-00, Q62.00 ,2,,KIT DE CALIPER,SIN ESPECIFICAR,CHEVROLET,
,F110400,Kit de caliper 30mm,SUZUKI SWIFT 92-94 GT, Q110.00 ,1,,KIT DE CALIPER,SIN ESPECIFICAR,SUZUKI,
,F112402,Kit de cáliper 54mm,HONDA CIVIC  REAR DISCOS 92-95, Q79.00 ,7,,KIT DE CALIPER,SIN ESPECIFICAR,HONDA,
,F112645,"Kit de cáliper 2 1/2""","Lumina APV 92-96, Venture 97-00", Q85.00 ,1,,KIT DE CALIPER,SIN ESPECIFICAR,Lumina,
,F113756,Kit de cáliper 51MM,FORD ASPIRE 94-97, Q65.00 ,4,,KIT DE CALIPER,SIN ESPECIFICAR,FORD,
,F116396,Kit de cáliper 42mm,CHEVROLET LUMINA SEDAN 92-00, Q87.00 ,5,,KIT DE CALIPER,SIN ESPECIFICAR,CHEVROLET,
,F119647,Kit de cáliper 51MM,"MITSUBISHI MIRAGE 2PTAS 93-96, MIATA 92-00", Q64.00 ,8,,KIT DE CALIPER,SIN ESPECIFICAR,MITSUBISHI,
,F119993,Kit de cáliper 54MM ,MAZDA PROTEGÉ 92-99, Q133.00 ,7,,KIT DE CALIPER,SIN ESPECIFICAR,MAZDA,
,F120395,Kit de cáliper 54MM,"MITSUBISHI GALANT 92-93, MIRAGE 92", Q67.00 ,6,,KIT DE CALIPER,SIN ESPECIFICAR,MITSUBISHI,
,F126983,Kit de cáliper 48mm,NISSAN SENTRA MOTOR 2.0L 92-94 , Q81.00 ,7,,KIT DE CALIPER,SIN ESPECIFICAR,NISSAN,
,F130370,Kit de cáliper 60mm,"NISSAN QUEST, MERCURY VILLAGER 93-99", Q143.00 ,15,,KIT DE CALIPER,SIN ESPECIFICAR,NISSAN,
,F132652,Kit de cáliper 54MM,SUZUKI SIDEKICK 4 PTA 92-98, Q148.00 ,3,,KIT DE CALIPER,SIN ESPECIFICAR,SUZUKI,
,F132649,KIT DE CÁLIPER 46MM,VARIOS ESTAN EQUIVOCADOS,Q129.00,4,,KIT DE CALIPER,SIN ESPECIFICAR,VARIOS,
,04479-26010,Kit de cáliper 60.3MM,TOYOTA HILUX 4WD 77-83, Q72.00 ,2,,KIT DE CALIPER,FUJIURA,TOYOTA,
,04479-26040,Kit de cáliper 66.6MM ,TOYOTA HIACE 98-03, Q95.00 ,1,,KIT DE CALIPER,FUJIURA,TOYOTA,
,41120-01A25,KIT DE CALIPER 48MM,NISSAN SENTRA B11 83-94 1.6,Q97.00,6,,KIT DE CALIPER,FUJIURA,NISSAN,
,41120-58A25,"KIT DE CALIPER 1 7/8"" CK115621",NISSAN SENTRA B12 ,Q80.00,2,,KIT DE CALIPER,FUJIURA,NISSAN,
,MB193530,"KIT DE CALIPER  2 1/8"" CK101007","MITSUBISHI L200, L300, FORTE  PAJERO ",Q92.00,2,,KIT DE CALIPER,FUJIURA,MITSUBISHI,
,MB699707,"KIT DE CALIPER 2 3/8"" ",MITSUBISHI MIRAGE LANCER SPACE WAGON 1992>>,Q112.00,4,,KIT DE CALIPER,FUJIURA,MITSUBISHI,
,04479-16020/1,KIT DE CALIPER 48.1MM  ,TOYOTA TERCEL 83-88 COROLLA ,Q188.00,1,,KIT DE CALIPER,FUJIURA,TOYOTA,
,F124688,CABLE DE FRENO,CHEVROLET G20 1984,Q210.00,1,,CABLE DE FRENO,FUJIURA,CHEVROLET,
,F140315,CABLE DE FRENO,JEEP GRAND CHEROKE 2001 8 CILINDRO,Q200.00,1,,CABLE DE FRENO,FUJIURA,JEEP,
,F126920,CABLE DE FRENO,DODGE B250 1994,Q220.00,2,,CABLE DE FRENO,FUJIURA,DODGE,
,F129205,CABLE DE FRENO,PONTIAC FIREBIRD 5.0L V8 1979-1981 ,Q220.00,2,,CABLE DE FRENO,FUJIURA,PONTIAC,
,F132271,CABLE DE FRENO,Dodge B250 1989-1992,Q220.00,3,,CABLE DE FRENO,FUJIURA,Dodge,
,F132074,CABLE DE FRENO,JEEP Cherokee 1992-1996,Q220.00,2,,CABLE DE FRENO,FUJIURA,JEEP,
,F133316,CABLE DE FRENO,NISSAN SENTRA B13 91-> NX 91-93,Q200.00,1,,CABLE DE FRENO,FUJIURA,NISSAN,
,510007,COJINETE RUEDA DELANTERA,TOYOTA COROLLA 93-02,Q284.00,1,,COJINETE RUEDA DELANTERA,NATIONAL OIL SEALS,TOYOTA,
,510034,COJINETE RUEDA DELANTERA,HYUNDAI SANTA FE 01-06,Q714.00,2,,COJINETE RUEDA DELANTERA,NATIONAL OIL SEALS,HYUNDAI,
,510056,COJINETE RUEDA DELANTERA,"FORD FOCUS 00-05, Mazda 2",Q667.00,4,,COJINETE RUEDA DELANTERA,NATIONAL OIL SEALS,FORD,
,511029,COJINETE RUEDA TRASERA,HONDA CR-V EX 02-05,Q631.00,2,,COJINETE RUEDA TRASERA,NATIONAL OIL SEALS,HONDA,
,514002,COJINETE RUEDA DELANTERA                      40210-50Y00 / 05,NISSAN SENTRA 91-99,Q353.00,4,,COJINETE RUEDA DELANTERA,NATIONAL OIL SEALS,NISSAN,
,516000,COJINETE RUEDA TRASERA,HYUNDAI ELANTRA 92-95,Q247.00,2,,COJINETE RUEDA TRASERA,NATIONAL OIL SEALS,HYUNDAI,
,516007,COJINETE RUEDA TRASERA,FORD FOCUS 00-05,Q602.00,2,,COJINETE RUEDA TRASERA,NATIONAL OIL SEALS,FORD,
,A-514585/25,COJINETE RUEDA TRASERA 14585/25,KIA CARNIVAL 97->,Q223.00,10,,COJINETE RUEDA TRASERA,NATIONAL OIL SEALS,KIA,
,F33126,COJINETE PILOTO,FORD EXPLORER 91-03,Q136.00,4,,COJINETE PILOTO,NATIONAL OIL SEALS,FORD,
,F85265,COJINETE PILOTO,VOLKSWAGEN PASSAT 91-05.,Q119.00,6,,COJINETE PILOTO,NATIONAL OIL SEALS,VOLKSWAGEN,
,FC65446,COJINETE PILOTO,JEEP CHEROKEE 84-00,Q112.00,6,,COJINETE PILOTO,NATIONAL OIL SEALS,JEEP,
,SCE1295,COJINETE PILOTO,JEEP CHEROKEE 92-01,Q96.00,8,,COJINETE PILOTO,NATIONAL OIL SEALS,JEEP,
,A-18 JL69349/1  ,COJINETE RUEDA DELANTERA A18,MAZDA 323 81-89,Q100.00,27,,COJINETE RUEDA DELANTERA,NATIONAL OIL SEALS,MAZDA,
,A-15 L45449/10  ,COJINETE INTERIOR RUEDA DELANTERA A15,TOYOTA COROLLA 74-87,Q90.00,2,,COJINETE INTERIOR RUEDA DELANTERA,NATIONAL OIL SEALS,TOYOTA,
,A-17 L68149/11,COJINETE INTERIOR R/T A17,DODGE CARAVAN 84-95,Q98.00,8,,COJINETE INTERIOR,NATIONAL OIL SEALS,DODGE,
,A-16 LM12749/11,COJINETE EXTERIOR R/T A16,DODGE CARAVAN 84-95,Q73.00,5,,COJINETE EXTERIOR,NATIONAL OIL SEALS,DODGE,
,A-35 LM501349/10,COJINETE INTERIOR R/D A35,CHEVROLET SUBURBAN HD 95-99,Q103.00,8,,COJINETE INTERIOR,NATIONAL OIL SEALS,CHEVROLET,
,R-1561-TV,COJINETE RUEDA TRASERA,CHEVROLET AVALANCHE 02-06,Q298.00,2,,COJINETE RUEDA TRASERA,NATIONAL OIL SEALS,CHEVROLET,
40X52X58X7.5 ,1962,RETENEDOR RUEDA TRASERA,VOLKSWAGEN JETTA 80-97 CHEVY MONZA,Q40.00,4,,RETENEDORES,NATIONAL OIL SEALS,VOLKSWAGEN,
,2146,RETENEDOR RUEDA TRASERA,"JEEP GRAND CHEROKEE, LIBERTY 99-04",Q69.00,2,,RETENEDORES,NATIONAL OIL SEALS,JEEP,
,3553,RETENEDOR RUEDA DELANTERA,CHEVROLET BLAZER 4WD 90-05,Q64.00,14,,RETENEDORES,NATIONAL OIL SEALS,CHEVROLET,
,4160,RETENEDOR RUEDA DELANTERA,FORD F250 81-02,Q104.00,1,,RETENEDORES,NATIONAL OIL SEALS,FORD,
,4249,RETENEDOR RUEDA TRASERA,DODGE CARAVAN 84-95,Q118.00,8,,RETENEDORES,NATIONAL OIL SEALS,DODGE,
,4739,RETENEDOR RUEDA DELANTERA,CHEVROLET SUBURBAN 88-99,Q25.00,22,,RETENEDORES,NATIONAL OIL SEALS,CHEVROLET,
35.560x58.120x13.890x66.040M,4857,RETENEDOR RUEDA TRASERA,JEEP GRAND CHEROKEE 94-98,Q46.00,5,,RETENEDORES,NATIONAL OIL SEALS,JEEP,
,5604,RETENEDOR RUEDA DELANTERA,DODGE CARAVAN 84-95,Q74.00,10,,RETENEDORES,NATIONAL OIL SEALS,DODGE,
